,link,price,name,location,date
33,https://jo.sogarab.com/ad-85802.html,15500 دينار,"

مرسيدس كهرباء 2014 B class

ماشيه 48000 كم تمشي بمعدل 140 km فحص كامل فل الفل وارد امريكا كلين تايتل كراسي جلد

",عمان، , 01/26/2020
34,https://jo.sogarab.com/ad-85801.html,19750 دينار,"

فورد فيوجن وكاله كلين تايتل 7 جيد 2018

فيوجن وكالة الوكاله كلين تايتل 7 جيد جمرك جديد عداد 26 الف ميل مواصفات se

",عمان، , 01/26/2020
35,https://jo.sogarab.com/ad-85800.html,9500 دينار,"

باص مرسيدس فيتو بحال الوكالة 2012 فان

مرسيدس فيتو موديل 2012 لون ابيض فحص كامل بحال الوكالة فان نقل بضائع جير عادي

",عمان، , 01/26/2020
36,https://jo.sogarab.com/ad-85799.html,11900 دينار,"

تويوتا بربوس 2013 للبيع

تويوتا بريوس 2013 للبيع ، بحالة ممتاز ، الفحص مرفق وباعتبار فحص كامل ، صيانة

",عمان، , 01/26/2020
37,https://jo.sogarab.com/ad-85798.html,7000 دينار,"

كيا سيراتو جولد 2008

الفحص مرفق بالصور و سعر البيع من غير رقم السيارة كيا سيراتو جولد 2008 فل كامل

",عمان، , 01/26/2020
38,https://jo.sogarab.com/ad-85797.html,5000 دينار,"

جيب تويوتا راف فور موديل 2002 4×4

جيب تويوتا راف فور موديل 2002 4×4 جير عادي 5 غيار ماتور 2000cc كندشن بارد حامي

",عمان، , 01/26/2020
39,https://jo.sogarab.com/ad-85796.html,8700 دينار,"

BMW740IL

728 موديل 2001 ترخيص واطي الفحص: امامي يمين: مغير الراسيه40سم وطرف الفخده مكان

",عمان، , 01/26/2020
40,https://jo.sogarab.com/ad-85795.html,1 دينار,"

لكزس RX 400 2006 فحص كامل فل كامل أعلى تصنيف كاش او اقساط

لكزس RX 400 2006 فحص كامل 7 جيد بدون اي ملاحظه كارفاكس كلين تايتيل بطاريه ميه

",عمان، , 01/26/2020
41,https://jo.sogarab.com/ad-85794.html,1 دينار,"

GLC350e Coupe 4MATIC 2019 Fully Loaded - HUD

Mercedes Benz GLC350e Coupe 4MATIC 2019 جديده عداد صفر كفالة الوكيل Exterior: Black + Night Package Interior:

",عمان، , 01/26/2020
42,https://jo.sogarab.com/ad-85793.html,1 دينار,"

ميتسوبيشي باجيرو Pajero

Mitsubishi PAJERO 2019 3.8L Fully Loaded – Brand New – Zero Mileage ميتسوبيشي باجيرو 2019 اعلى صنف

",عمان، , 01/26/2020
43,https://jo.sogarab.com/ad-85792.html,26800 دينار,"

لكزس es300h فل الفل

لكزس es300h فل الفل رادار مانع تصادم غرفة جلد حساسات تجاوز كندشن مركزي حساسات

",عمان، , 01/26/2020
44,https://jo.sogarab.com/ad-85791.html,24500 دينار,"

فورد فيوجن تيتانيوم 2019 فحص كامل 7 جيد فتحة كرستال

فيوجن تيتانيوم موديل 2019 كلين تايتل 7 جيد بدون ملاحظات شاشة كبيرة سوني كامرة

",عمان، , 01/26/2020
45,https://jo.sogarab.com/ad-85790.html,7500 دينار,"

هونداي سوناتا فحص كامل للبيع أو البدل على فيوجن او نيرو

فحص كامل فل كامل ما عدا فتحه كراسي جلد مري كهرباء حساسات اصطفاف تابلو

",أربد، , 01/26/2020
46,https://jo.sogarab.com/ad-85789.html,9500 دينار,"

ليف 2015 11 بار بسعر حرررررق / ممكن البدل

نيسان ليف 11بار مدخلين فحص 3 جيد لون ازرق مميز بحالة ممتازة ترخيص طويل تأمين

",عمان، , 01/26/2020
47,https://jo.sogarab.com/ad-85787.html,14700 دينار,"

جيب كيا موهافي 2013 

كيا موهافي لون ابيض 2013 فحص كامل فل كامل مع جلد وفتحه وفورويل وكراسي كهرباء

",عمان، , 01/26/2020
48,https://jo.sogarab.com/ad-85786.html,17000 دينار,"

كيا نيروا 2017

سياره كيا نيروا جمرك جديد وارد كوري فحص كامل فحص الهايبرد والبطاريه

",عمان، , 01/26/2020
49,https://jo.sogarab.com/ad-85785.html,15000 دينار,"

هونداي ايونك 2016

هونداي ايونك 2016 hybrid- السيارة الحاصلة على جوائز عالمية من ناحية توفير

",عمان، , 01/26/2020
50,https://jo.sogarab.com/ad-85784.html,1 دينار,"

بريوس 2010 فحص كامل فل

تويوتا بريوس موديل 2010 فحص 7 جيد بدون اي ملاحظه الهايبرد ميه بالميه وارد

",عمان، , 01/26/2020
51,https://jo.sogarab.com/ad-85783.html,5000 دينار,"

هيونداي فيلوستر 2012 معدلة 2016 مقسطة للبيع اقساط

تنويه: في حال انشغال الخط او كان غير متاح الرجاء التواصل على الواتس آب،

",عمان، , 01/26/2020
52,https://jo.sogarab.com/ad-85782.html,10250 دينار,"

جيب شيفرولية شفر تاهو

جيب شيفروليه تاهو اسود فحص كامل 7 جيد 2 قصعات خفيفة عادية اثر سحب ترخيص

",عمان، , 01/26/2020
53,https://jo.sogarab.com/ad-85781.html,1 دينار,"

بي أم دبليو 520i 2016

بي أم دبليو 2016 520i Twin Turbo فحص 7جيد وارد الوكالة بدون ملاحظات مالك واحد من

",عمان، , 01/26/2020
54,https://jo.sogarab.com/ad-85780.html,41000 دينار,"

Mercedes c coupe AMG

مرسيدس c180 كوبيه 2016 4 جيد دواخل جلد اسود كاميرا خلفية فتحت سقف بانوراما نظام

",عمان، , 01/26/2020
55,https://jo.sogarab.com/ad-85779.html,12500 دينار,"

هيونداي سوناتا 2012

هيونداي سوناتا 2012
السيارة بحالة الوكاله 7 جيد ولا ملاحظه فل الفل اعلى فئه


",عمان، , 01/26/2020
56,https://jo.sogarab.com/ad-85778.html,20750 دينار,"

فورد فيوجن تيتانيوم 2017 كلين تايتل

بسعر مميز 20750 نقدا او أقساط بدفعة أولى4200 الاف وقسط شهري364 للموظفين والتجار

",عمان، , 01/26/2020
57,https://jo.sogarab.com/ad-85777.html,3500 دينار,"

هونداي AD 2016

هونداي ad 2016 فل ما عدا الفتحه فحص كامل حره جديد كاش أو اقساط تمويل 75 بالميه

",عمان، , 01/26/2020
58,https://jo.sogarab.com/ad-85776.html,3000 دينار,"

ميتسوبيشي لانسر ex 2016

ميتسوبيشي لانسر ex 2016 فل ما عدا الفتحه فحص كامل حره جديد كاش أو اقساط تمويل 75

",عمان، , 01/26/2020
59,https://jo.sogarab.com/ad-85774.html,1 دينار,"

تويوتا بريوس 2012

تويوتا بريوس موديل 2012 فحص كامل 7 جيد بدون اي ملاحظه كارفاكس كلين تايتيل

",عمان، , 01/26/2020
60,https://jo.sogarab.com/ad-85773.html,10600 دينار,"

هونداي اكسنت 2015 جمرك جديد

هونداي اكسنت 2015 جمرك جديد فحص كرت أبيض ماتور 1600cc فحص كامل 7 جيد الفحص مرفق

",عمان، , 01/26/2020
61,https://jo.sogarab.com/ad-85772.html,5200 دينار,"

كيا سبورتاج موديل 2019 عداد صفر كفالة الشركة

كيا سبورتاج موديل 2019 عداد صفر كفالة الشركة المواصفات : • محرك بنزين سعة 1600

",عمان، , 01/26/2020
62,https://jo.sogarab.com/ad-85771.html,8800 دينار,"

هونداي أزيرا وارد

هونداي أزيرا وارد شركة واعلا صنف فحص 3 جيد وقصعه ماشيه 120 الف كيلو تقريبا

",عمان، , 01/26/2020
63,https://jo.sogarab.com/ad-85770.html,24800 دينار,"

هيونداي سوناتا هايبرد موديل 2018

هونداي سوناتا هايبرد 2018 . المواصفات: • محرك بنزين سعة 2.0 لتر. (هايبرد). بمجموع

",الزرقاء، , 01/26/2020
64,https://jo.sogarab.com/ad-85769.html,1 دينار,"

كيا سيراتو 2015 بدفعة 3600 على الهوية

كيا سيراتو 2015 بقسط يصل الى 155 ! فحص كامل جمرك جديد مالك اول السياره : كيا

",عمان، , 01/26/2020
65,https://jo.sogarab.com/ad-85768.html,1 دينار,"

تويوتا كامري 2017 XLE فل

تويوتا كامري2017 XLE عنوان الفخامه جمركجديد كاملة الاضافات ما عدا فتحه اعلى

",عمان، , 01/26/2020
66,https://jo.sogarab.com/ad-85767.html,24500 دينار,"

بكب تويوتا هيلوكس 2017 مركزية

تويوتا هيلوكس 2017 لون اسود اجهزة تتبع ومانع سرقة سعة الماتور 2500 ccقوي

",عمان، , 01/26/2020
67,https://jo.sogarab.com/ad-85766.html,13300 دينار,"

‏جولف كهرباء Volkswagen

‏جــولـف فـولـكـس فـاجـن (كــهربــــاء كـــامــل) فئه SE 2016 ألوان مميزه

",عمان، , 01/26/2020
68,https://jo.sogarab.com/ad-85765.html,6000 دينار,"

كيا نيرو فل 2020 كفاله الشركة عداد صفر دفعة اولى 25% فقط عالهوية

كيا نيرو موديل 2020 كفاله شركه 5 سنوات و كفاله البطاريه 7 سنوات عداد صفر

",عمان، , 01/26/2020
69,https://jo.sogarab.com/ad-85764.html,6250 دينار,"

جيب شيروكي لاريدو 2000 4 جيد للبيع المستعجل

- محرك 6 سلندر 4000cc - غرفة جلد اصلي -ترخيص واطي -زجاج ملون -جير جديد -مسجل USB) SONY

",عمان، , 01/26/2020
70,https://jo.sogarab.com/ad-85763.html,43000 دينار,"

لكزس LX570 لاند كروز موديل 2009 محوله 2020 

لكزس LX570 لاند كروز موديل 2009 محوله 2020 فل الفل فحص كامل كاش أو اقساط لا يوجد

",عمان، , 01/26/2020
71,https://jo.sogarab.com/ad-85762.html,1 دينار,"

مرسيدس E200 موديل 2005 للبيع

مرسيدس E200 موديل 2005 للبيع افنجارد فحص كامل بحالة الوكالة قطعة مسافة 198 الف

",عمان، , 01/26/2020
72,https://jo.sogarab.com/ad-85761.html,3500 دينار,"

هونداي سوناتا 2015-2016للبيع اقساط

هونداي سوناتا 2016 للبيع اقساط تمويل يضل لغاية 75% على الهوية الشخصية فقط

",عمان، , 01/26/2020
73,https://jo.sogarab.com/ad-84955.html,17480 دينار,"

Selling Used 2017 Lexus LX 570 Jeep Full Options

Selling Used 2017 Lexus LX 570 Jeep Full Options,Accident Free, Very Clean like New. It was bought new and has not been used for long. I

",الكرك، , 12/31/2019
74,https://jo.sogarab.com/ad-84774.html,7000 دينار,"

تنك ماء تويوتا ديانا 4 متر للبيع 

تنك ماء تويوتا ديانا 4 متر مغلفن جديد 4 ملم موديل 83 نفض كامل افرهول جديد بحاله

",عمان، عمان, 12/25/2019
75,https://jo.sogarab.com/ad-84605.html,6000 دينار,"

2013 Toyota Land Cruiser V8 SUV

2013 Toyota Land Cruiser V8 SUV, Full option for sale, the car is barely used for some months, the car is in perfect condition, no

",عمان، AMMAN, 12/18/2019
76,https://jo.sogarab.com/ad-84322.html,7000 دينار,"

2013 Jeep Wrangler Unlimited Rubicon

2013 Jeep Wrangler Unlimited Rubicon for sale , it is still very clean and neat, full option with perfect tyres, no mechanical fault or

",عمان، oman, 12/06/2019
77,https://jo.sogarab.com/ad-84213.html,20000 دينار,"

2018 LexusLX 570 SUV

2018 LexusLX 570 SUV
( KM3,000 )
Lexus Warranty - YES
WhatsApp +1-5084612437
[email protected]

",عمان، , 11/30/2019
78,https://jo.sogarab.com/ad-84090.html,1 دينار,"

2016 Toyota RAV4 SE

أنيقة ، ذكية ، ومغامرة ، لدينا 2016 معتمد من تويوتا RAV4 SE 4WD باللون الأسود

",أربد، , 11/22/2019
79,https://jo.sogarab.com/ad-84089.html,1 دينار,"

2018 Toyota Highlander LE

HIGHLANDER SALE ...... صفقة رائعة على 8 ركاب سيارات الدفع الرباعي ..... 2018 تويوتا

",عمان، , 11/22/2019
80,https://jo.sogarab.com/ad-84088.html,1 دينار,"

2017 Toyota Land Cruiser

أسود 2017 Toyota Land Cruiser 4WD 8-Automatic Automatic (ECT-i) 5.7L V8 DOHC Dual VVT-i 32V.Toyota مع فاكس نظيف وصاحب

",عمان، , 11/22/2019
81,https://jo.sogarab.com/ad-83972.html,10000 دينار,"

2018 Toyota Tundra SR5 Double Cab

2018 Toyota Tundra SR5 Double Cab for sale in an excellent condition, no accident and well maintained. Interested buyer for the pick up

",عمان، amman, 11/18/2019
82,https://jo.sogarab.com/ad-83717.html,17500 دينار,"

Clean 2017 Lexus lx 570

I am selling my neatly used 2017 Lexus lx 570, no accident and full option, expertly used, Gulf specification, The car is very efficient

",عمان، amman, 11/05/2019
83,https://jo.sogarab.com/ad-83420.html,10 دينار,"

نقل اثاث و بضائع بكب للنقل0796170680 

بكب لنقل الأثاث و البضائع للنقل0796170680 نقل عفش خدمة 24ساعة نعمل ايام الجمعة

",عمان، عمان, 10/24/2019
84,https://jo.sogarab.com/ad-81514.html,12500 دينار,"

1998 Toyota Supra Turbo

I have a clean and well maintain 1998 Toyota Supra Turbo available for sale in good and perfect condition, no scratches, no accidents and

",عمان، amman, 08/31/2019
85,https://jo.sogarab.com/ad-78856.html,21500 دينار,"

2016 Mercedes Benz G63 AMG

2016 Mercedes Benz G63 AMG for sale, slightly used with low mileage and i am selling this car due to some personal issues, very good

",عمان، Amman, 07/08/2019
86,https://jo.sogarab.com/ad-78419.html,4 دينار,"

2016 Toyota Corolla LE Premium 4dr Sedan .

2016 Toyota Corolla LE Premium 4dr Sedan .
VEHICLE INFO
CONDITION
Used
TRIM
LE Premium
MILEAGE
99,494 miles
STOCK #

",عمان، , 06/27/2019
87,https://jo.sogarab.com/ad-78399.html,16500 دينار,"

2015 Range Rover Sport HSE

To whom it may concern, I am advertising my 2015 Range Rover Sport HSE for sale, the car is in perfect condition and it runs on low

",عمان، oman, 06/26/2019
88,https://jo.sogarab.com/ad-78369.html,25000 دينار,"

2016 Lexus IS 300 for sale

Only 25k Miles - AWD Premium Edition - Ultra White exterior on Black Leather interior with Navigation / GPS / NAV, Sunroof / Moonroof,

",غرب أربد، k, 06/25/2019
89,https://jo.sogarab.com/ad-78368.html,20000 دينار,"

2017 Lexus IS300 AWD F-Sport for sale

This IS is STUNNING. It is nearly loaded out, with options such as heated and cooled seats, blind spot monitoring, full Xenon/LED

",الرصيفة، k, 06/25/2019
90,https://jo.sogarab.com/ad-78367.html,3 دينار,"

Jeep Wrangler Unlimited Sahara - 4x4 Sahara

2018 Jeep Wrangler Unlimited Sahara - 4x4 Sahara 4dr SUV
$34,988 $44,995 $6,801below average
CONDITIONManufacturer Certified
MILEAGE

",الزرقاء، , 06/25/2019
91,https://jo.sogarab.com/ad-78365.html,4 دينار,"

2016 Lexus IS 200t 4dr 

This 2016 Lexus IS 200t 4dr 4dr Sedan features a 2.0L 4 CYLINDER 4cyl Gasoline engine. It is equipped with a 8 Speed Automatic

",السرو، , 06/25/2019
92,https://jo.sogarab.com/ad-76400.html,10600 دينار,"

2016 TOYOTA LAND CRUISER

I am advertising my 2016 TOYOTA LAND CRUISER for sale at the rate of $15000 because i relocated to another country, the car is in good

",السلط، salt, 04/25/2019
93,https://jo.sogarab.com/ad-74421.html,17000 دينار,"

هيونداي سوناتا 2016 فحص كامل لو بترولي بسعر 17000 دينار

سيارة ذو فخامة بأقل سعر وفحص كامل 7 جيد  ولا اي ملاحظة 17000 دينار. موديل 2016

",عمان، عمان, 03/04/2019
94,https://jo.sogarab.com/ad-73534.html,17500 دينار,"

Clean 2017 Lexus lx 570

I am selling my neatly used 2017 Lexus lx 570, no accident and full option, expertly used, Gulf specification, The car is very efficient

",عمان، amman, 02/14/2019
95,https://jo.sogarab.com/ad-72928.html,6500 دينار,"

Excellent working 1997 Toyota Supra Turbo

1997 Toyota Supra Turbo for sale in an excellent condition, no accident and well maintained and it has perfect tires with sound engine.

",عمان، oman, 01/30/2019
96,https://jo.sogarab.com/ad-72053.html,15000 دينار,"

Clean 2015 Mercedes Benz G63 AMG

Salam, I am advertising my 2015 Mercedes Benz G63 AMG for sale, the car is in good and excellent condition, low mileage, perfect tires,

",عمان، amman, 01/05/2019
97,https://jo.sogarab.com/ad-71846.html,17500 دينار,"

Clean 2017 Lexus lx 570

I am selling my neatly used 2017 Lexus lx 570, no accident and full option, expertly used, Gulf specification, The car is very efficient

",عمان، amman, 12/30/2018
98,https://jo.sogarab.com/ad-71260.html,10 دينار,"

نقل اثاث و بضائع بكب للنقل0796170680 

بكب لنقل الأثاث و البضائع للنقل0796170680 نقل عفش خدمة 24ساعة نعمل ايام الجمعة

",عمان، عمان, 12/14/2018
99,https://jo.sogarab.com/ad-65590.html,6000 دينار,"

2013 Toyota Land Cruiser V8 SUV

2013 Toyota Land Cruiser V8 SUV, Full option for sale, the car is barely used for some months, the car is in perfect condition, no

",عمان، AMMAN, 10/28/2018
100,https://jo.sogarab.com/ad-62563.html,17000 دينار,"

For Sale Lexus LX 570 2016 Whatsapp: +17027205846

For Sale Lexus LX 570 2016 Whatsapp: +17027205846
my lexus lx570 2016 is clean titled. Used for only 8 months and in perfect working

",الكرك، Karak, 10/02/2018
101,https://jo.sogarab.com/ad-62265.html,6400 دينار,"

لكزس LX 570 2014 للبيع سريع

لكزس LX 570 2014 للبيع سريع
النوع: لكزس
الموديل: LX 570
عام 2014
ناقل الحركة:

",عمان، Amman, 09/28/2018
102,https://jo.sogarab.com/ad-61571.html,13400 دينار,"

تويوتا لاند كروزر 2016 مستعملة فقط عدد قليل من المرات

تويوتا لاند كروزر 2016 مستعملة فقط عدد قليل من المرات
صنع: تويوتا
الموديل:

",عمان، Amman, 09/22/2018
103,https://jo.sogarab.com/ad-61327.html,10000 دينار,"

2018 Toyota Tundra SR5 Double Cab

2018 Toyota Tundra SR5 Double Cab for sale in an excellent condition, no accident and well maintained. Interested buyer for the pick up

",عمان، amman, 09/20/2018
104,https://jo.sogarab.com/ad-59727.html,9800 دينار,"

وايت لكزس LX 570 2015 بسعر في المتناول

وايت لكزس LX 570 2015 بسعر في المتناول
صنع وطراز: لكزس LX 570
السنة: 2015
ناقل

",عمان، Amman, 09/10/2018
105,https://jo.sogarab.com/ad-59058.html,6300 دينار,"

تويوتا لاند كروزر 2014 للبيع

تويوتا لاند كروزر 2014 للبيع
صنع وطراز: تويوتا لاند كروزر
عام 2014

",عمان، Amman, 09/03/2018
106,https://jo.sogarab.com/ad-57271.html,6400 دينار,"

للبيع - لكزس LX 570 2014

للبيع - لكزس LX 570 2014
النوع: لكزس
الموديل: LX 570
عام 2014
ناقل الحركة:

",عمان، Amman, 08/21/2018
107,https://jo.sogarab.com/ad-56694.html,13400 دينار,"

تويوتا لاند كروزر 2016 مع كامل المواصفات

تويوتا لاند كروزر 2016 مع كامل المواصفات
صنع: تويوتا
الموديل: لاند كروزر

",عمان، Amman, 08/15/2018
108,https://jo.sogarab.com/ad-55145.html,9800 دينار,"

لكزس LX 570 2015 سيارة مستعملة للعائلة

لكزس LX 570 2015 سيارة مستعملة للعائلة
صنع وطراز: لكزس LX 570
السنة: 2015
ناقل

",عمان، Amman, 07/18/2018
109,https://jo.sogarab.com/ad-55056.html,6300 دينار,"

لاند كروزر جي اكس ار 2014 - صيانة جيدة

لاند كروزر جي اكس ار 2014 - صيانة جيدة
صنع وطراز: تويوتا لاند كروزر
عام 2014

",عمان، Amman, 07/16/2018
110,https://jo.sogarab.com/ad-54236.html,6400 دينار,"

لكزس LX 570 2014 ، بدون حوادث ، مع ضمان كامل
لكزس LX 570 2014 ، بدون حوادث ، مع ضمان كامل
النوع: لكزس
الموديل: LX 570
عام 2014

",عمان، Amman, 07/05/2018
111,https://jo.sogarab.com/ad-54005.html,13400 دينار,"

بيع سيارتي لاند كروزر 2016 بسبب الخروج

بيع سيارتي لاند كروزر 2016 بسبب الخروج
صنع: تويوتا
الموديل: لاند كروزر

",عمان، Amman, 07/02/2018
112,https://jo.sogarab.com/ad-53226.html,9800 دينار,"

لكزس LX 570 2015 لون أبيض ، نظيفة

لكزس LX 570 2015 لون أبيض ، نظيفة
صنع وطراز: لكزس LX 570
السنة: 2015
ناقل الحركة:

",عمان، Amman, 06/25/2018
